Bordeaux  (2518,2023)  (2453,2013)  (2454,2092)  (2524,2102)  (2583,1969)  (2518,1958)  (2589,2112)  (2595,2034)  (2411,1948)  (2389,2140)  (2459,2157)  (2524,2167)  (2591,2177)  | overflowToLeft=false
SZ 42  (4724,4624)  (4659,4688)  (4788,4689)  (4756,4559)  (4789,4624)  (4821,4527)  (4723,4753)  (4658,4753)  (4853,4689)  (4593,4754)  (4854,4592)  (4803,4462)  (4868,4462)  (4739,4818)  (4674,4818)  (4609,4819)  (4544,4819)  (4835,4397)  (4479,4864)  (4838,4332)  (4752,4271)  (4817,4267)  (4841,4202)  | overflowToLeft=false
Ivanova  (5415,425)  (5347,357)  (5473,359)  (5480,424)  (5282,337)  (5347,292)  (5273,272)  (5545,390)  | overflowToLeft=false
SZ 41  (4417,4117)  (4352,4056)  (4476,4182)  (4325,3991)  (4604,4304)  (4669,4287)  | overflowToLeft=false
Tbilisi  (5608,2361)  (5549,2283)  | overflowToLeft=false
SZ 40  (5071,3873)  (5006,3879)  (5006,3814)  (5135,3938)  (5136,3870)  (5070,3944)  (4971,3749)  (5200,3938)  (5265,3971)  | overflowToLeft=false
RR 6  (3845,1045)  | overflowToLeft=false
RR 7  (4222,858)  | overflowToLeft=false
RR 4  (2998,1152)  | overflowToLeft=false
RR 5  (3380,1048)  | overflowToLeft=false
Mauritania  (1745,3357)  (1810,3313)  (1813,3424)  (1739,3292)  (1804,3248)  (1807,3489)  (1878,3384)  (1742,3510)  (1943,3350)  (1572,3558)  (1756,3575)  (1691,3575)  (1507,3615)  | overflowToLeft=false
RR 2  (2260,964)  | overflowToLeft=false
RR 3  (2272,1125)  | overflowToLeft=false
German Southwest Africa  (3627,5409)  (3683,5474)  (3618,5474)  (3692,5388)  (3514,5379)  | overflowToLeft=false
RR 1  (2065,728)  | overflowToLeft=false
Australia  (5899,5671)  (5834,5735)  (5834,5670)  (5963,5736)  (5899,5606)  (5964,5606)  (5964,5671)  (5832,5605)  (5898,5800)  (5833,5800)  (5769,5735)  (5769,5670)  (6028,5736)  (6028,5801)  (5963,5801)  (5768,5801)  (5897,5541)  (5962,5541)  (6027,5541)  (6029,5606)  (6029,5671)  (5767,5605)  (5767,5540)  (5832,5540)  (5898,5865)  (5833,5865)  (5704,5736)  (5704,5671)  (6058,5866)  (5993,5866)  (5768,5866)  (5703,5806)  (5897,5476)  (5962,5476)  (6027,5476)  (5702,5606)  (5928,5930)  (5863,5930)  (5798,5931)  (5921,5411)  (5986,5411)  (6051,5411)  (5637,5634)  (5850,5996)  (5785,5996)  (5987,5346)  (6052,5346)  (6046,5281)  | overflowToLeft=false
RR 8  (4356,582)  | overflowToLeft=false
RR 9  (4185,340)  | overflowToLeft=false
Kabinda  (3926,5079)  | overflowToLeft=false
Cameroon  (3522,4535)  (3457,4506)  (3586,4600)  (3521,4600)  (3522,4470)  (3587,4473)  (3432,4624)  (3615,4665)  (3508,4405)  (3537,4340)  | overflowToLeft=false
Kiel  (3079,1047)  (3121,1133)  (3144,1002)  (3014,1092)  (3186,1088)  (3093,1198)  (3091,937)  | overflowToLeft=false
Ruhr  (3031,1341)  (3096,1287)  (2962,1284)  (2956,1349)  | overflowToLeft=false
Kiev  (4514,1395)  (4578,1460)  (4513,1460)  (4517,1330)  (4579,1395)  (4582,1327)  (4431,1313)  (4409,1380)  (4608,1525)  (4644,1392)  (4647,1277)  (4358,1455)  (4344,1390)  (4712,1293)  | overflowToLeft=false
Oman  (4938,4044)  (4675,4193)  (4610,4219)  | overflowToLeft=false
French Guinea  (2590,4266)  (2655,4243)  | overflowToLeft=false
Algeria  (2569,3003)  (2504,3067)  (2633,3068)  (2587,2938)  (2634,3003)  (2652,2920)  (2568,3132)  (2675,3133)  (2587,2846)  (2652,2846)  (2559,3197)  (2494,3207)  (2429,3222)  (2364,3273)  | overflowToLeft=false
Sarajevo  (3808,2154)  (3873,2120)  (3873,2185)  | overflowToLeft=false
Jerusalem  (5079,3281)  (5143,3346)  (5072,3216)  (5144,3231)  | overflowToLeft=false
Tambov  (5635,911)  (5570,975)  (5570,910)  (5699,976)  (5700,881)  (5764,946)  (5764,1011)  | overflowToLeft=false
Moldova  (4469,1710)  (4441,1645)  (4537,1642)  (4564,1707)  (4404,1716)  (4497,1775)  (4376,1651)  | overflowToLeft=false
Hurghada  (4661,3591)  (4726,3607)  (4752,3521)  | overflowToLeft=false
Upper Volta  (3027,4174)  (2962,4238)  (2962,4173)  (3065,4239)  (3063,4109)  (3092,4174)  (3128,4106)  (3157,4171)  | overflowToLeft=false
Charleroi  (1249,4474)  (1184,4538)  (1184,4473)  (1313,4539)  (1249,4409)  (1314,4409)  (1314,4474)  (1182,4408)  (1119,4519)  (1378,4539)  (1378,4604)  (1313,4604)  (1379,4410)  (1117,4454)  (1443,4485)  (1412,4669)  | overflowToLeft=false
SZ 13  (1451,806)  (1386,870)  (1386,805)  (1515,871)  (1451,741)  (1516,741)  (1516,806)  (1384,740)  (1450,935)  (1385,935)  (1321,870)  (1321,805)  (1580,871)  (1580,936)  (1515,936)  (1320,936)  (1565,676)  (1581,741)  (1581,806)  (1319,740)  (1630,627)  (1256,871)  (1256,806)  (1606,1001)  (1255,949)  (1564,611)  (1646,692)  (1646,757)  (1646,822)  (1254,741)  (1629,562)  (1564,546)  | overflowToLeft=false
Rhiems  (1122,5469)  (1057,5439)  (1122,5404)  (1187,5442)  (1187,5507)  (1045,5545)  (1110,5588)  (1243,5572)  (1045,5610)  (1175,5641)  (1110,5653)  (1308,5535)  (1308,5600)  (1240,5699)  (1175,5706)  (1282,5764)  (1217,5771)  | overflowToLeft=false
SZ 12  (903,870)  (838,934)  (838,869)  (967,935)  (903,805)  (968,805)  (968,870)  (836,804)  (902,999)  (837,999)  (773,934)  (773,869)  (1032,935)  (998,1000)  (772,1000)  (901,740)  (966,740)  (1031,740)  (1033,805)  (1033,870)  (771,804)  (1096,715)  (933,1064)  (708,935)  (708,870)  (1097,935)  (998,1065)  (707,1053)  (870,675)  (935,675)  (1000,675)  (1098,780)  (1098,845)  (706,805)  (1161,715)  (933,1129)  (643,988)  (643,923)  (1162,910)  (998,1130)  (642,1053)  (1163,780)  (1163,845)  (641,858)  (641,793)  | overflowToLeft=false
SZ 11  (265,922)  (200,986)  (200,921)  (329,987)  (265,857)  (330,857)  (330,922)  (198,856)  (264,1051)  (199,1051)  (135,986)  (135,921)  (394,987)  (394,1052)  (329,1052)  (134,1052)  (263,792)  (328,792)  (393,792)  (395,857)  (395,922)  (133,856)  (133,791)  (198,791)  (458,787)  (264,1116)  (199,1116)  (70,987)  (70,922)  (459,987)  (459,1052)  (134,1117)  (69,1117)  (69,1052)  (263,727)  (460,852)  (460,917)  (68,857)  (68,792)  (68,727)  (133,726)  (198,726)  (523,787)  (306,1181)  (241,1181)  (524,982)  (524,1047)  (176,1182)  (111,1182)  (46,1182)  (525,852)  (525,917)  | overflowToLeft=false
SZ 10  (3741,721)  (3676,761)  (3676,696)  (3806,686)  (3806,751)  (3835,816)  (3611,761)  (3871,699)  (3900,764)  (3546,761)  | overflowToLeft=false
SZ 17  (918,1476)  (853,1540)  (853,1475)  (982,1541)  (918,1411)  (983,1411)  (983,1476)  (917,1605)  (852,1605)  (788,1540)  (788,1475)  (1016,1606)  (787,1606)  (870,1346)  (935,1346)  (1000,1346)  (1048,1411)  (1048,1476)  (1065,1329)  (951,1670)  (886,1670)  (723,1541)  (723,1476)  (1016,1671)  (722,1651)  (870,1281)  (935,1281)  (1113,1394)  (1113,1459)  (1130,1313)  (658,1586)  (658,1521)  (658,1456)  (657,1651)  (870,1216)  (935,1216)  | overflowToLeft=false
SZ 16  (281,1511)  (216,1575)  (216,1510)  (345,1576)  (281,1446)  (346,1446)  (346,1511)  (214,1445)  (280,1640)  (215,1640)  (151,1575)  (151,1510)  (410,1576)  (410,1641)  (345,1641)  (150,1641)  (279,1381)  (411,1417)  (411,1482)  (149,1445)  (149,1380)  (214,1380)  (280,1705)  (215,1705)  (86,1576)  (86,1511)  (475,1547)  (475,1612)  (150,1706)  (85,1706)  (85,1641)  (279,1316)  (476,1417)  (476,1482)  (84,1446)  (84,1381)  (84,1316)  (149,1315)  (214,1315)  (302,1770)  (237,1770)  (540,1547)  (540,1612)  (172,1771)  (107,1771)  (42,1771)  (541,1418)  | overflowToLeft=false
SZ 15  (3876,506)  (3811,570)  (3811,505)  (3929,571)  (3941,469)  (3961,404)  (3746,595)  (3746,530)  (4026,356)  (4026,421)  (3681,582)  (3681,517)  (4091,410)  (4104,475)  (4136,540)  | overflowToLeft=false
SZ 14  (1886,676)  (1821,710)  (1821,645)  (1886,611)  (1951,705)  (1789,580)  (1756,730)  (1756,665)  (1854,546)  (1734,515)  (2062,853)  (1997,870)  (1799,481)  (1864,481)  (2085,918)  (2020,935)  (1799,416)  (1864,416)  (1955,940)  (1841,351)  (1906,351)  (1998,1005)  (1985,1070)  | overflowToLeft=false
Innsbruck  (3322,1677)  (3257,1715)  (3387,1664)  (3464,1662)  (3521,1597)  (3529,1662)  | overflowToLeft=false
Nancy  (1656,5601)  (1591,5665)  (1591,5600)  (1720,5666)  (1656,5536)  (1721,5536)  (1721,5601)  (1589,5535)  (1526,5695)  (1526,5630)  (1785,5666)  (1785,5731)  (1720,5731)  (1654,5471)  (1786,5532)  (1786,5597)  (1524,5565)  (1459,5626)  | overflowToLeft=false
United States Mobilizes  (135,3782)  (70,3846)  (70,3781)  (199,3847)  (135,3717)  (200,3717)  (200,3782)  (68,3716)  (264,3847)  (265,3706)  (265,3771)  (329,3836)  (330,3740)  (394,3805)  (394,3870)  (459,3819)  (524,3859)  | overflowToLeft=false
Chantilly  (287,5585)  (222,5649)  (222,5584)  (341,5650)  (287,5520)  (352,5520)  (352,5585)  (220,5519)  (415,5713)  (258,5714)  (285,5455)  (350,5455)  (415,5455)  (417,5520)  (350,5764)  (479,5778)  (480,5668)  (323,5390)  (509,5474)  (414,5829)  (349,5829)  (544,5733)  (508,5843)  (545,5606)  (443,5894)  (610,5545)  (610,5610)  (675,5493)  | overflowToLeft=false
Romania  (4302,1900)  (4370,1967)  (4367,1865)  (4237,1935)  (4298,1835)  (4435,1933)  (4435,1998)  (4500,1924)  (4141,2011)  | overflowToLeft=false
Togoland  (3026,4373)  (3091,4343)  (2981,4484)  | overflowToLeft=false
Ankara  (4921,2491)  (4856,2527)  (4853,2424)  (4986,2464)  (5001,2380)  (4918,2372)  (4789,2359)  (5051,2462)  (5070,2527)  | overflowToLeft=false
Tunis  (3059,2992)  (2994,3024)  (3075,3057)  (3089,2871)  (3103,3122)  (3017,2862)  (3082,2806)  (3160,3187)  (3095,3187)  | overflowToLeft=false
Fontainbleu  (101,5986)  (36,6050)  (36,5985)  (165,6051)  (149,5921)  (166,5986)  (214,5873)  (22,5872)  (230,6051)  (231,5938)  (112,5826)  (22,5807)  (295,6003)  (296,5937)  (177,5777)  (103,5761)  (360,6002)  (95,5696)  (425,5978)  (425,6043)  (86,5631)  (490,6003)  | overflowToLeft=false
US 1  (1783,3796)  (1718,3860)  (1718,3795)  (1847,3861)  (1783,3731)  (1848,3731)  (1848,3796)  (1716,3730)  (1653,3861)  (1653,3796)  (1912,3861)  (1913,3706)  (1913,3771)  (1651,3731)  (1588,3797)  (1977,3836)  (1586,3732)  (1521,3730)  | overflowToLeft=false
Douamont  (1706,5121)  (1770,5186)  (1653,5056)  (1718,5056)  (1771,5121)  (1783,5044)  (1626,5200)  (1591,5135)  (1835,5186)  (1835,5251)  (1836,5109)  (1662,5265)  (1578,4950)  (1643,4938)  (1900,5174)  (1900,5239)  (1854,5316)  (1708,4926)  (1513,4923)  (1578,4885)  (1736,5366)  (1506,4858)  | overflowToLeft=false
Yaroslavl  (5069,200)  (5133,265)  (5016,135)  (5081,135)  (5134,200)  (4979,290)  (5198,265)  (5198,330)  (5068,70)  (5044,355)  (4979,355)  (5213,395)  | overflowToLeft=false
Greece  (3936,2506)  (4026,2710)  (3889,2446)  (4052,2618)  (4054,2534)  | overflowToLeft=false
Ypres  (386,4110)  (321,4174)  (321,4109)  (450,4175)  (386,4045)  (451,4045)  (451,4110)  (319,4044)  (385,4239)  (320,4239)  (256,4174)  (256,4109)  (515,4175)  (515,4240)  (450,4240)  (255,4240)  (384,3980)  (449,3980)  (516,4051)  (254,4044)  (254,3979)  (319,3979)  (385,4304)  (320,4304)  | overflowToLeft=false
US 3  (791,3796)  (726,3860)  (726,3795)  (855,3861)  (791,3731)  (856,3731)  (856,3796)  (724,3730)  (661,3837)  (920,3861)  (921,3754)  (659,3772)  (659,3707)  (985,3819)  (594,3796)  (594,3731)  (1050,3851)  (529,3756)  (464,3716)  | overflowToLeft=false
US 2  (1306,3796)  (1241,3860)  (1241,3795)  (1370,3861)  (1306,3731)  (1371,3731)  (1371,3796)  (1239,3730)  (1176,3831)  (1435,3861)  (1436,3777)  (1174,3766)  (1500,3842)  (1109,3781)  (1109,3716)  (1044,3731)  | overflowToLeft=false
Kaluga  (4862,598)  (4797,607)  (4926,663)  (4828,533)  (4893,533)  (4927,598)  (4958,502)  (4901,728)  (5023,465)  (4977,798)  | overflowToLeft=false
Istanbul  (4595,2505)  (4530,2562)  (4530,2497)  (4616,2440)  (4660,2505)  (4681,2422)  | overflowToLeft=false
Niangara  (3987,4679)  (4023,4744)  (3958,4744)  (3932,4614)  (3997,4614)  (4062,4611)  (4006,4809)  | overflowToLeft=false
Verdun  (1359,5249)  (1294,5313)  (1294,5248)  (1423,5314)  (1359,5184)  (1424,5184)  (1424,5249)  (1292,5183)  (1358,5378)  (1293,5378)  (1229,5313)  (1229,5248)  (1488,5314)  (1488,5379)  (1423,5379)  (1357,5119)  (1422,5119)  (1487,5119)  (1489,5184)  (1489,5249)  (1227,5183)  (1227,5118)  (1292,5118)  (1358,5443)  (1164,5292)  (1553,5314)  (1553,5379)  (1516,5444)  (1451,5444)  (1368,5054)  (1162,5227)  (1110,5162)  (1097,5250)  | overflowToLeft=false
Grozny  (5730,1966)  (5665,2030)  (5779,2031)  (5741,1901)  (5795,1966)  (5806,1890)  (5714,2095)  (5649,2095)  (5790,2096)  (5871,1880)  | overflowToLeft=false
French West Africa  (3304,4036)  (3239,4100)  (3239,4035)  (3368,4101)  (3304,3971)  (3369,3971)  (3369,4036)  (3237,3970)  (3303,4165)  (3172,4020)  | overflowToLeft=false
Caucusus  (5684,1635)  (5619,1680)  (5619,1615)  (5692,1700)  (5684,1570)  (5749,1579)  (5554,1662)  | overflowToLeft=false
Pomerania  (3571,997)  (3636,957)  (3357,993)  (3701,924)  (3701,989)  | overflowToLeft=false
Izhevsk  (5954,297)  (5889,340)  (6018,362)  (6000,232)  (6019,297)  (5953,405)  (6058,427)  (5993,470)  | overflowToLeft=false
Chad  (3722,4374)  (3657,4412)  (3657,4347)  (3786,4439)  (3722,4309)  (3630,4282)  (3721,4477)  (3851,4476)  (3786,4504)  (3695,4244)  (3760,4244)  (3888,4541)  | overflowToLeft=false
Mont Blanc  (1195,4867)  (1130,4931)  (1130,4866)  (1215,4932)  (1195,4802)  (1260,4802)  (1260,4867)  (1128,4801)  (1065,4980)  (1065,4915)  (1193,4737)  (1258,4737)  (1325,4764)  (1325,4829)  (1063,4850)  (1063,4785)  (1128,4736)  (1345,4979)  (1171,5040)  (1193,4672)  (1390,4765)  (1106,5063)  (1125,4671)  (976,5070)  (975,5005)  | overflowToLeft=false
RR 10  (4593,256)  | overflowToLeft=false
Izmir  (4455,2666)  (4518,2731)  (4453,2731)  (4409,2601)  (4583,2702)  | overflowToLeft=false
Sardinia  (3061,2484)  | overflowToLeft=false
Burgundy  (2830,1616)  (2765,1611)  (2830,1551)  | overflowToLeft=false
Vologda  (5258,57)  (5193,67)  (5322,122)  (5323,19)  (5257,132)  (5387,154)  | overflowToLeft=false
French Equitorial Africa  (3460,4793)  (3531,4732)  (3565,4797)  (3395,4766)  | overflowToLeft=false
SZ 79  (3489,881)  (3424,928)  (3424,863)  (3554,827)  (3554,892)  (3359,887)  (3619,827)  (3684,827)  (3749,827)  | overflowToLeft=false
SZ 78  (1464,2943)  (1399,3007)  (1399,2942)  (1528,3008)  (1464,2878)  (1529,2878)  (1529,2943)  (1397,2877)  (1334,3060)  (1334,2995)  (1593,3008)  (1594,2828)  (1594,2893)  (1332,2930)  (1332,2865)  (1269,3060)  (1269,2995)  (1658,2958)  (1658,3023)  (1659,2828)  (1659,2893)  (1267,2930)  (1267,2865)  | overflowToLeft=false
SZ 77  (941,3316)  (876,3380)  (876,3315)  (1005,3381)  (941,3251)  (1006,3251)  (1006,3316)  (874,3250)  (811,3442)  (811,3377)  (1070,3381)  (1071,3210)  (1071,3275)  (809,3312)  (809,3247)  (746,3442)  (746,3377)  (1135,3340)  (1135,3405)  (1136,3210)  (1136,3275)  (744,3312)  (744,3247)  | overflowToLeft=false
SZ 76  (946,2928)  (881,2992)  (881,2927)  (1010,2993)  (946,2863)  (1011,2863)  (1011,2928)  (879,2862)  (945,3057)  (880,3057)  (816,2992)  (816,2927)  (1075,2993)  (1075,3058)  (1010,3058)  (815,3058)  (1076,2828)  (1076,2893)  (814,2862)  (751,2993)  (751,2928)  (1140,2958)  (1140,3023)  (750,3060)  (1141,2828)  (1141,2893)  (749,2863)  | overflowToLeft=false
SZ 71  (1270,1121)  (1205,1185)  (1205,1120)  (1334,1186)  (1270,1056)  (1335,1056)  (1335,1121)  (1203,1055)  (1140,1247)  (1140,1182)  (1399,1186)  (1400,1015)  (1400,1080)  (1138,1117)  (1138,1052)  (1075,1247)  (1075,1182)  (1464,1145)  (1464,1210)  (1465,1015)  (1465,1080)  (1073,1117)  (1073,1052)  | overflowToLeft=false
SZ 70  (1291,1663)  (1226,1727)  (1226,1662)  (1355,1728)  (1291,1598)  (1356,1598)  (1356,1663)  (1224,1597)  (1161,1781)  (1161,1716)  (1420,1728)  (1421,1549)  (1421,1614)  (1159,1651)  (1159,1586)  (1096,1781)  (1096,1716)  (1485,1679)  (1485,1744)  (1486,1549)  (1486,1614)  (1094,1651)  (1094,1586)  | overflowToLeft=false
SZ 75  (2462,115)  (2397,160)  (2397,95)  (2462,50)  (2527,50)  (2527,115)  (2376,30)  (2332,160)  (2332,95)  (2592,20)  (2592,85)  (2592,150)  (2311,30)  (2267,160)  (2267,95)  (2657,20)  (2657,85)  (2657,150)  (2246,30)  | overflowToLeft=false
SZ 74  (2810,638)  (2745,702)  (2745,637)  (2874,703)  (2810,573)  (2875,573)  (2875,638)  (2743,572)  | overflowToLeft=false
SZ 73  (2191,1911)  (2126,1975)  (2126,1910)  (2255,1976)  (2191,1846)  (2256,1874)  (2124,1845)  | overflowToLeft=false
SZ 72  (1269,524)  (1204,588)  (1204,523)  (1333,589)  (1269,459)  (1334,459)  (1334,524)  (1202,458)  (1139,649)  (1139,584)  (1398,589)  (1399,417)  (1399,482)  (1137,519)  (1137,454)  (1074,649)  (1074,584)  (1463,547)  (1463,612)  (1464,417)  (1464,482)  (1072,519)  (1072,454)  | overflowToLeft=false
Vimy  (838,4703)  (773,4767)  (773,4702)  (893,4768)  (771,4637)  (930,4610)  (953,4675)  (828,4832)  (763,4832)  (903,4833)  (727,4565)  (698,4811)  (792,4562)  (995,4546)  (1018,4611)  (857,4515)  (838,4897)  (773,4897)  (723,4500)  (788,4497)  (956,4481)  (853,4450)  (846,4962)  (734,4432)  (799,4385)  (864,4385)  | overflowToLeft=false
SZ 68  (584,1233)  (519,1297)  (519,1232)  (648,1298)  (584,1168)  (649,1168)  (649,1233)  (517,1167)  (454,1351)  (454,1286)  (713,1298)  (714,1119)  (714,1184)  (452,1221)  (452,1156)  (389,1351)  (389,1286)  (778,1249)  (778,1314)  (779,1119)  (779,1184)  (387,1221)  (387,1156)  | overflowToLeft=false
SZ 67  (590,592)  (525,656)  (525,591)  (654,657)  (590,527)  (655,527)  (655,592)  (523,526)  (589,721)  (524,721)  (460,656)  (460,591)  (719,657)  (459,721)  (720,489)  (720,554)  (458,526)  (395,656)  (395,591)  (784,619)  (784,684)  (394,721)  (785,489)  (785,554)  (393,526)  | overflowToLeft=false
Trieste  (3624,1952)  (3671,2017)  (3559,2024)  (3575,1887)  (3640,1887)  (3689,1952)  (3510,1869)  (3602,2089)  | overflowToLeft=false
SZ 66  (5704,5307)  (5639,5371)  (5639,5306)  (5768,5372)  (5704,5242)  (5769,5242)  (5769,5307)  (5637,5241)  (5703,5436)  (5638,5436)  (5833,5372)  (5834,5198)  (5834,5263)  (5605,5501)  (5899,5198)  (5899,5263)  (5964,5198)  (5575,5775)  (5615,5840)  (5658,5905)  (5593,5905)  (5683,5970)  (5618,5970)  (6058,5983)  (5672,6035)  (5607,6035)  (6058,6048)  (5929,6049)  | overflowToLeft=false
Brussels  (1068,4076)  (1003,4140)  (1003,4075)  (1106,4141)  (1068,4011)  (1133,4011)  (1133,4076)  (1001,4010)  (1041,4205)  (1198,3963)  (1198,4028)  (1198,4093)  (1225,4200)  (1160,4240)  (1229,4265)  (1095,4294)  (1164,4305)  (1030,4348)  | overflowToLeft=false
Trabzon  (5233,2531)  (5298,2501)  (5298,2566)  | overflowToLeft=false
SZ 65  (5357,5873)  (5292,5937)  (5292,5872)  (5421,5938)  (5357,5808)  (5422,5808)  (5422,5873)  (5290,5807)  (5356,6002)  (5291,6002)  (5227,5937)  (5227,5872)  (5486,5938)  (5486,6003)  (5421,6003)  (5226,6003)  (5355,5743)  (5420,5743)  (5485,5743)  (5487,5808)  (5487,5873)  (5225,5807)  (5225,5742)  (5290,5742)  (5400,5678)  (5465,5678)  (5399,5613)  (5464,5613)  (5399,5548)  (5464,5548)  | overflowToLeft=false
Hungary  (3980,1825)  (4046,1896)  (4080,1779)  (3929,1891)  (3972,1760)  (3915,1826)  (4127,1844)  (4081,1714)  (4145,1779)  (4192,1844)  (4210,1763)  | overflowToLeft=false
SZ 69  (576,1826)  (511,1890)  (511,1825)  (640,1891)  (576,1761)  (641,1761)  (641,1826)  (509,1760)  (446,1949)  (446,1884)  (705,1891)  (706,1717)  (706,1782)  (444,1819)  (444,1754)  (381,1949)  (381,1884)  (770,1847)  (770,1912)  (771,1717)  (771,1782)  (379,1819)  (379,1754)  | overflowToLeft=false
Konya  (4933,2659)  (4868,2644)  (4998,2695)  | overflowToLeft=false
SZ 60  (4755,5480)  (4690,5544)  (4819,5545)  (4724,5415)  (4789,5415)  (4820,5480)  (4754,5609)  (4689,5609)  (4845,5610)  (4745,5350)  (4810,5350)  (4624,5619)  (4771,5285)  (4836,5285)  | overflowToLeft=false
Belarus  (4574,1045)  (4638,1110)  (4618,980)  (4639,1045)  (4503,1040)  (4475,1105)  (4532,919)  (4703,1110)  (4704,1045)  (4438,1040)  (4427,975)  (4607,1198)  (4597,891)  (4768,1149)  | overflowToLeft=false
SZ 64  (5401,5298)  (5336,5350)  (5336,5285)  (5465,5363)  (5401,5233)  (5466,5233)  (5466,5298)  (5322,5220)  (5400,5415)  (5271,5350)  (5271,5285)  (5509,5428)  (5257,5220)  | overflowToLeft=false
al-Hasa  (5769,3443)  (5824,3508)  (5841,3573)  | overflowToLeft=false
SZ 63  (5016,5849)  (4951,5913)  (4951,5848)  (5080,5914)  (5016,5784)  (5081,5784)  (5081,5849)  (4949,5783)  (5015,5978)  (4950,5978)  (5123,5979)  (5014,5719)  (5079,5719)  (4911,5718)  (5058,6043)  (4993,6043)  (4928,6043)  (5123,6044)  (4976,5654)  (4911,5653)  (4976,5589)  (4911,5588)  | overflowToLeft=false
SZ 62  (5041,5293)  (4976,5357)  (4976,5292)  (5041,5228)  (5106,5228)  (5106,5293)  (4974,5227)  (5022,5422)  (4957,5422)  (4911,5357)  (4911,5292)  (5171,5198)  (5171,5263)  (5171,5328)  | overflowToLeft=false
SZ 61  (4726,5889)  (4661,5953)  (4661,5888)  (4790,5954)  (4726,5824)  (4791,5824)  (4791,5889)  (4659,5823)  (4725,6018)  (4660,6018)  (4596,5953)  (4596,5888)  (4845,6019)  (4595,6019)  (4724,5759)  (4789,5759)  (4594,5823)  (4594,5758)  (4659,5758)  | overflowToLeft=false
Senegal  (2582,4040)  (2598,4105)  (2570,3975)  (2583,4170)  | overflowToLeft=false
Vilnius  (4177,723)  (4112,747)  (4112,682)  (4217,788)  (4177,658)  (4242,704)  (4070,617)  (4293,838)  (4047,729)  (4323,772)  (4005,650)  (4032,552)  (4358,837)  | overflowToLeft=false
Vyatka  (5677,134)  (5612,198)  (5612,133)  (5741,199)  (5677,69)  (5742,69)  (5742,134)  (5610,68)  (5676,263)  (5611,263)  (5547,198)  (5806,199)  (5741,264)  (5807,19)  (5807,84)  (5676,328)  (5871,149)  (5872,19)  (5872,84)  (5936,149)  (5937,19)  (5937,84)  (6002,19)  (6002,84)  | overflowToLeft=false
Oryol  (5047,1142)  (4982,1183)  (4982,1118)  (5111,1207)  (5112,1117)  (4941,1053)  (4917,1183)  (4917,1118)  (5176,1182)  (5176,1247)  (5111,1272)  (4876,1053)  (5295,1176)  (5303,1241)  (5368,1207)  (5368,1272)  | overflowToLeft=false
Hejaz  (4411,3978)  | overflowToLeft=false
York  (2158,1037)  (2195,1102)  (2130,1102)  (2179,972)  (2223,1037)  (2145,1167)  (2184,907)  (2293,902)  (2326,969)  (2153,842)  | overflowToLeft=false
Egypt  (4604,3399)  (4662,3464)  (4669,3398)  (4529,3474)  (4655,3299)  (4471,3409)  (4406,3393)  | overflowToLeft=false
SZ 91  (4012,245)  (3961,180)  (4077,245)  (3871,105)  (3806,105)  (3806,40)  (3871,40)  (4238,201)  (3741,56)  (4303,189)  (4368,167)  (4433,151)  | overflowToLeft=false
Sierra Leone  (2647,4369)  | overflowToLeft=false
SZ 90  (2792,4767)  (2727,4831)  (2727,4766)  (2856,4832)  (2792,4702)  (2857,4702)  (2857,4767)  (2725,4701)  (2662,4890)  (2662,4825)  (2921,4832)  (2922,4658)  (2922,4723)  (2660,4760)  (2660,4695)  (2597,4890)  (2597,4825)  (2986,4788)  (2986,4853)  (2987,4658)  (2987,4723)  (2595,4760)  (2595,4695)  | overflowToLeft=false
Northern Rhineland  (2229,4098)  (2164,4162)  (2164,4097)  (2293,4163)  (2229,4033)  (2294,4033)  (2294,4098)  (2162,4032)  (2228,4227)  (2358,4163)  (2358,4228)  (2293,4228)  (2227,3968)  (2292,3968)  (2357,3968)  (2359,4033)  (2359,4098)  (2097,4086)  (2097,4021)  (2162,3967)  (2228,4292)  (2380,4337)  (2268,4381)  (2381,4402)  (2274,4446)  (2381,4467)  | overflowToLeft=false
Tripoli  (3340,3213)  (3275,3170)  (3405,3176)  (3405,3241)  (3252,3271)  (3470,3199)  (3473,3264)  | overflowToLeft=false
Serbia  (4029,2098)  (3962,2166)  (4067,2163)  (4030,2033)  (3989,2231)  | overflowToLeft=false
Smyrna  (5258,2690)  (5193,2727)  (5193,2662)  (5272,2755)  (5323,2644)  (5337,2709)  (5128,2666)  (5402,2717)  (5063,2628)  | overflowToLeft=false
Holland  (2849,1207)  (2900,1100)  | overflowToLeft=false
Mumbaza  (4163,4863)  (4098,4858)  (4228,4849)  (4293,4866)  | overflowToLeft=false
SZ 89  (2932,5287)  (2867,5351)  (2867,5286)  (2996,5352)  (2932,5222)  (2997,5222)  (2997,5287)  (2865,5221)  (2802,5414)  (2802,5349)  (3061,5352)  (3062,5182)  (3062,5247)  (2800,5284)  (2800,5219)  (2737,5414)  (2737,5349)  (3126,5312)  (3126,5377)  (3127,5182)  (3127,5247)  (2735,5284)  (2735,5219)  | overflowToLeft=false
